,Group,A0A0C4DH43,A2M,AFM,AHSG,AKR1B10,ALB,ALDH1A1,ANGPTL6,APOA1,APOC3,APOC4,APOM,APP,ASGR2,ATP2C1,AXL,BPIFB1,C2,C4A,C9,C9JG08,CALML5,CASC4,CD109,CD5L,CD82,CD93,CDHR2,CFD,CFHR2,CFL1,CLSTN1,COL14A1,COL1A1,COLEC10,COPA,CPE,CSF1R,CSPG4,CTBS,DKK3,DPEP2,DPT,DSC1,ECM2,EMILIN1,ERP44,ESAM,F10,F13B,F5,F7,F8,FAM151A,FAM20C,FBLN2,FBLN5,FBN1,FCGBP,FCN1,FCN3,FETUB,FGFR1,FGG.1,FLT4,FST,FSTL1,GANAB,GOLM1,GSN,HPD,HSP90AA1,ICAM3,IGF2,IGFBP4,IGHM,IGHV3.49,IGJ,IGKV1.8,IGLV3.10,IGLV5.45,IGLV7.46,ITIH3,KIT,LAMA2,LAMC1,LCAT,LPA,LRRFIP1,LTBP2,LUM,LYVE1,LYZ,MADCAM1,MANSC1,MEGF9,MFGE8,MGP,MTTP,MUC5AC,MXRA5,MYL12A,NID2,OIT3,OMD,ORM1,P01718,P2RX1,PCBP1,PCYOX1,PDGFRB,PDLIM1,PF4V1,PGLYRP2,PLTP,PLXDC1,PLXDC2,PMEL,PODXL,PRG2,PROZ,PSMB2,PTGDS,PTPRC,PTPRJ,PTPRZ1,RCN2,REG3A,RPL15,RPL28,RPLP2,RPS18,SERPINA4,SERPINA6,SERPINA7,SERPING1,SEZ6L2,SHBG,SLC1A5,SPN,SPP2,SUSD5,SVEP1,TAGLN2,TF,TGOLN2,THBS4,TIMD4,TNC,TXNDC15,VASN,VCAN,YWHAB,YWHAE,YWHAG,YWHAZ
PDAC_90_imputed_intensity,0,9151099.99999999,2521800000,122330000,5624999999.99999,95507.3955353232,6063200000,599700.430845628,110442.063231215,7632100000.00001,1888100000,844427.941263225,289540000,976600.709835417,889648.760037349,223725.630851485,322318.663799415,688335.924510884,14513000,191820000,95164999.9999999,112286.724234475,562345.442160755,448448.845319189,487033.238853311,209950000,791582.64388019,1060724.75906301,401481.472211675,47728000,11163000,1061039.95335274,471014.803952207,716653.599654565,283838.423301655,2556576.15476944,2952876.79303562,314882.138267568,1653200,122530.349803055,744973.701937939,403173.88090225,93445.0636984518,107868.182981764,1341808.38657631,880652.769635935,160949.503646645,973021.035331751,655322.606676482,34381000,35333000,173170000,266194.66449758,1092200,1272460.47289456,851514.3339922,216026.382455037,148326.396403488,393324.852106164,2845400,876367.83304424,68478000,17748000,1427223.49625866,40894000,206674.557408323,830334.43378724,77631.9061156954,849984.413562916,394932.840136264,220650000,501055.486186169,2171100,1373067.40978432,9081100.00000001,15248000,4025100000,39664000,212170000,30761000,56980000,9111100,151910000,108340000,270355.309735391,4935300,1193937.03681887,24665000,52111000,589244.907341645,201510.461107326,139200000,4148300,12163000,1175465.19847479,618561.075618642,533777.480141701,305884.281049367,550890.066228268,748095.418289413,595881.317082904,1085597.55287404,837827.747125072,963143.378326416,2620100,391283.960641664,2.26e+09,14420000,2082606.89540363,1874762.32022889,19073000,161377.720275952,496023.758342262,502019.355678095,151450000,22123000,750210,4762200,455797.135733786,1073820.74903207,1005735.2440016,7906800,1677507.82568121,7387200,157860.814908995,1042900,187128.917548384,288075.959121929,370115.736862733,407410.404835765,173539.868772267,231183.323464805,277879.383573551,46866000.0000001,55543000.0000001,27634000,273740000,281770.493442791,21348000,435006.384445439,1013161.17027718,559678.643302023,1181295.77840063,457150,339207.792003111,4833400000,623561.005403023,475873.511843771,2015516.90914051,5528800,583139.213646959,5448800,809242.379717185,349157.859183176,561291.734998531,193209.762950319,1586700
PDAC_91_imputed_intensity,0,153900000,3260600000,95500000,3916100000,166277.899634213,5033300000,592093.269095141,336580,5770599999.99999,2393300000,399452.835236877,260550000,232752.125789537,375516.912883483,122051.05339638,757199.358679873,166633.304950053,17910000,192540000,190560000,172833.549266493,333689.498767388,513691.017784331,822901.96287069,158130000,359075.220941056,108822.581564175,353008.73630434,28767000,35555000,259759.984979981,560121.95166616,453472.78213905,2495119.28413756,434228.580591613,451313.501987739,319306.21748874,987799.999999999,593755.586565997,273986.713460192,699560,281398.854200253,435585.339870408,431635.145250222,348616.502954795,167291.302745388,156574.974885755,252415.999699463,33716000,36410000,106150000,151551.955945706,1570100,367359.657936793,304932.390999713,568607.937599152,368978.014788074,213196.809403301,3138200,760309.919387413,28330000,25429000,196557.732805253,44494000,977080.000000001,168256.209855112,147509.165594124,1815500,828299.52352581,177890000,301120.304322761,1100517.84069333,320721.003935248,845780.17972549,10529000,2464200000,165960000,309730000,12105000,124950000,15300000,209530000,276410000,743212.03475937,127997.249423032,288480.248179167,21047000,55638999.9999999,348150.558334034,713874.360139611,61880999.9999999,225361.63190862,14597000,173738.08679272,351424.182791227,615590.120091959,2966582.02807102,5867400,693487.323347306,725607.676913783,569273.552010219,310974.738995689,2903660.55442135,441699.211679561,121742.145711353,2115800000,17604000,182710.536836954,753999.806766719,568254.021851034,167447.800479119,973187.903620811,546891.866583589,85932000,15593000,43176.1196844918,4872900,234315.232604735,293550.624034205,404857.217723337,13694000,672617.319610538,6039400,499040.56622382,991361.078670394,700610.679728295,386442.587165019,320436.250338059,394156.009457513,1099985.29497252,331615.134895644,244784.846301649,54004999.9999999,72169000,44313000.0000001,527960000,185145.601238225,20485000,1104327.48933117,387647.287950234,312253.878819293,231526.09437492,407714.978097746,1338912.82409341,4063100000,2237241.72662206,346679.958174319,559866.82196575,13822000,1441243.27684219,6209300,343612.722406108,213917.469115579,916558.782080839,227438.437725701,178953.733929076
PDAC_92_imputed_intensity,0,274605.185508728,3141900000,101300000,5186199999.99999,764170.555185056,5607500000,1167392.05483644,671751.054950345,6482200000.00001,737809999.999999,412658.455780498,342530000,291239.375152882,319249.097122447,442344.894784072,147909.615546798,209139.33849605,10399000,94348000.0000001,83449999.9999999,405532.408498229,3088500.13785501,338390.947465152,205736.957035922,230620000,1433863.60927522,246968.376780023,235996.599619853,47132000,40633000,530252.341791909,4035700,170151.898015274,234991.032688229,528458.514696567,257054.106738358,482107.532471126,5325300,225554.964001335,532222.599278721,11906000,1334096.44775991,384707.427888307,235935.282074805,332034.744956546,489063.565836455,554495.875820803,349306.034709799,145390000,38962000,248170000,625602.493340531,936930,1839806.0688792,218596.201749826,390330.039469327,225602.650347056,483332.710191684,2713500,710985.654851692,17249000,18854000,477638.868702858,25626000,1719500,192861.504824802,395580.638537237,349455.523629434,266041.11377109,320610000,264552.40986468,605654.786794056,278061.332472772,95370.8797582883,12889000,4379300000,70823000,224920000,522581.760169403,94471000,315248.335065396,139550000,508940000,169011.66540065,3737400,531440.000000001,22191000,48323000,144104.535625025,343912.046445215,310250000,995935.356116422,15969000,356155.737914063,1734461.89901401,121184.556144575,95698.7519751922,7523400,221966.495829931,153017.329702284,368113.523125562,182979.816311827,353501.715753122,3524700,238519.032823678,1097400000,16197000,389461.117936427,384752.189957933,535316.890703913,94910.9708825502,1559841.66721828,177793.304319792,153990000,14616000,4181100,8462900,361705.289781366,875727.508164494,189954.224055679,16394000,175299.355237291,416614.630068141,658493.540445923,1698900,158575.423610101,52459.6013089336,515833.571516423,233083.736530567,82811.8487949449,295010.383922576,191703.143572884,57844000,38606000,21777000,428910000,1078345.80027773,43777000,250764.376975006,959459.50207352,189003.872334337,1058600,306690,468519.390081105,5230799999.99999,492548.813187801,378920.476741922,359743.861549986,62122000.0000001,18424.2932283187,3167600,775036.936906299,287263.275335434,137704.388052607,576796.999323991,406270
PDAC_19_imputed_intensity,1,50701000,837909999.999999,55988000.0000001,1.985e+09,195660.789946069,4.0585e+10,341888.700186197,1470300,5968199999.99998,242080000,356847.719483282,183800000,144682.331411163,2519500,180051.278202936,73049.0205202158,311048.692380214,7061400.00000001,1687600000,190890000,349200.839829578,545190.150567818,194035.02678035,1053000,153600000,322853.139181972,11228000,163550,13857000,7882300,246758.31677152,5861600,571270,417785.271559477,664930.944282379,5786000,147291.298596288,13347000,1729800,558081.260125481,94016999.9999999,239896.299455368,601220.145154982,193298.684863882,7304300,33151000,2082800,741486.499619537,1562300000,13064000,1240600000,1024483.94963169,31692000,101317.174656223,222488.314358981,4113100,1084000,3476700,1566900,20475000,33328000,5321800,197540.817669627,45593000,51583999.9999999,1323000,2607800,65472000,18883000,99510000,440185.353983325,101010000,2605100,260272.192886302,27627000,2511500000,41800000,157760000,503703.512988881,31662000,4881900,102400000,1693900000,5871799.99999999,49240000,30277000,7760400,110090000,742610.000000001,20832000,333770000,48245000,830739.765784007,8917800.00000001,2225700,3841300,388451.68772995,201205.241875115,129658.842185411,3430100,10253000,9294600,2761400,5127600,2952500,1.441e+09,486014.669591259,480233.451042137,367705.113862408,9454799.99999999,2291200,199452.720093476,3847000,38960000,13681000,24098000,19801000,4504600,64163000,14262000,537070000,1251000,774719.999999999,2350800,12256000,1924600,149602.130156158,197293.433651389,294794.721528394,184713.597186803,11264000,142438.4378122,27695000,19546000,14664000,1771500000,845012.270319662,863174.53109561,1418500,891706.734575615,3907200,10082000,3323200,11004000,2555200000,479024.847804961,295232.782759795,386556.501257272,650979999.999999,217796.533627506,1396100,12906000,39916000,188520000,48554999.9999999,366910000
PDAC_20_imputed_intensity,1,130601.110510335,1704800000,87901000,2792700000,983072.95382512,3.8088e+10,278804.236829626,2638000,3335600000,725380000,465243.507608066,161580000,267206.705427022,3207100,195059.755105457,3039100,139802.451088326,9646500,609910000,92898000,676123.405735249,79239.3355410513,1841900,1693700,164470000,335322.947536003,15123000,2440600,18346000,22101000,310413.216620428,5760900,2389000,49054000,9572500,296282.709981939,514269.727116995,23286000,15501000,266777.39181457,62144000,299497.956626139,382681.322846354,287558.638967572,4053000,10772000,6013500,430993.614408893,951979999.999999,16977000,2404400000,5788100,46518000,399706.777940578,286481.670048659,7130100,2069800,11259000,1724400,5061500,19747000,17345000,6024500,474190000,40194000,291851.253840309,1384000,37497000,15527000,125700000,152932.073306804,28192000,1493400,9093100.00000001,18001000,2.268e+09,902812.703044423,167980000,203243.534113886,50458999.9999999,179267.881962461,184610000,1600300000,163667.231336146,69828000.0000001,37844000,9630100,45227000,123870.205073061,44717000,414070000,48595000,8271600,6415100.00000001,2218400,3344900,386102.578243541,12544000,187089.007186687,556480,425123.012557107,232803.726159795,674900.000000001,61308000,285918.720866976,1210300000,6099700,791597.343877325,327036.599317518,14352000,2342300,333952.468889066,601009.656868046,49020000,39180000,11775000,23874000,3419700,58806999.9999999,12684000,131200000,6146599.99999999,2075600,2609700,9326800,6342399.99999999,1006710.57942468,150404.240262053,111949.007579051,212321.972979482,11536000,642343.258067827,61047999.9999999,56693999.9999999,16759000,2245500000,9231299.99999999,17035000,138206.888488132,317104.277110552,9224600,21932000,13103000,99255.7518885027,3611200000,187778.6454993,388489.543143882,6191500,1670500000,11557000,2962500,17608000,7144100,43657000,8391399.99999999,33955000
PDAC_21_imputed_intensity,1,8295099.99999999,2070100000,58619000.0000001,1976400000,468315.350903413,3.4063e+10,571457.866881639,2956800,2737300000,263690000,127595.154516294,150650000,291919.651418764,482368.026675455,90538.5128767607,5717399.99999999,498586.890515895,9353200.00000001,1196800000,137560000,487293.203193299,210223.09024431,120519.009244155,2025500,94211000,653079.886194899,17021000,5815400,20097000,9301799.99999999,398089.715111398,8096800,2643800,43960000,196731.833591686,711961.809877653,337366.952035378,21953000,20481000,397696.346357089,114010000,971662.121029237,207013.908966511,141098.472905482,6170600,5819600,341626.436497096,316083.655165065,1074500000,11183000,1743600000,4380600,50818000,303420.179861488,383861.138901979,18853000,3406300,15879000,10281000,678281.210369498,26107000,12486000,5861800,718440000,24164000,2976500,1165300,33851000,36687000,141230000,439583.597359552,19462000,1991100,552046.394605363,32590000,1070800000,26462000,117420000,438965.178097051,28128000,5186599.99999999,546019.814075979,1.94e+09,8116699.99999999,97483000,47229000,5172500,180430000,544430,41957000,377710000,24024000,9429200,4169400,2456000,2556300,517418.94708403,8744800,186539.738533964,245430000,12280000,115002.487957613,607540,52081000,774584.973294722,903479999.999999,516310.54392017,370775.172469589,566100.417204804,13231000,6879400,243044.86676677,804832.774676602,34364000,12278000,22129000,38615000,8547900.00000001,88714000,14494000,135620000,2957500,345422.499564562,2770400,12949000,5233600,834903.200462131,203249.156984376,313700.587669464,676671.300656888,7459499.99999999,456041.727359571,28139000,42459000,19363000,2732700000,13659000,12118000,167779.739341528,191398.643156271,14102000,23152000,31565000,1180701.80420256,2133100000,5107400,5627500,153311.281481268,3373500000,9417700,2136300,26580000,166623.775788719,26707000,6393799.99999999,18078000
PDAC_22_imputed_intensity,1,2837500,999970000.000001,73586000,2189100000,406030.147228196,3.2333e+10,210482.295043416,2574800,5609199999.99999,832730000,220705.58485698,147430000,99332.5608378787,2544500,76553.0832482105,3500900,295960.790092057,11840000,772850000.000001,157840000,1154908.13533222,416612.684442631,3042400,1858300,74305000,157974.599712187,25831000,1007100,31392000,17160000,127320.216627276,4915300.00000001,896759.999999999,53525000,128679.16118629,620286.244070336,657045.387648627,16301000,9684200,140520.135628345,143480000,499087.775964333,22750000,248863.45131538,10804000,5647600,109507.205566901,186211.760528703,1428600000,15724000,2042100000,4100100,60309000.0000001,131694.493029208,263990.305650503,11090000,2452500,6694200,1936100,20865000,32759000,8653700,4901600,516810000,24368000,5156300,3547200,32301000,37365000,151360000,80732.6302166773,11226000,3694300,203088.513874814,69185999.9999999,849970000,38642000,109050000,78149.4791951156,46114000.0000001,2492300,47017000,1602200000,291425.041642538,37032000,16492000,7388600,1072400000,836280,27466000,603940000.000001,69025000.0000001,16471000,6194700,2578700,2279000,91631.6625365221,16545000,189293.205934616,2258400,7995000,83216.5812552512,263440,37342000,8612500,2356300000,254057.593781177,142120.460694274,121282.007498917,16361000,4983599.99999999,141713.043443725,86460.100248055,48678000,15144000,17598000,13781000,3655900,111750000,24522000,149630000,654553.569528942,8197300,2683000,8363700,7355300,513449.147748411,224480.03090287,342173.240221414,311429.922345069,337592.642572195,1024181.55563965,33987000,31920000,16619000,2302800000,16417000,4613200,757720,423517.964759574,10389000,19958000,7572800,1093116.49687681,2940500000,6053500,5412699.99999999,5871600,2574800000,4907300,3332000,25238000,6872700,19876000,7564299.99999999,28613000
PDAC_23_imputed_intensity,1,215885.64061719,656639999.999999,51705000,1376200000,151757.132998456,2.1968e+10,442402.722928381,2863100,1808300000,386290000,48367000,97729000.0000001,346111.021577767,1660100,80794.3534866026,1502200,143336.701264068,7642800,2296900000,154800000,398417.851261363,4637400,4021900,1233800,71400000,144756.537410484,12175000,1022800,16652000,6088999.99999999,201176.306950612,8627600.00000001,3490100,71929.000162605,13638000,1228818.61572426,174333.882447073,25909000,5806100,277294.956975556,108860000,114217.781211638,4311600,4754200,14547000,6333900,4913400,379886.323038444,2911600000,14343000,2809800000,8769500.00000001,108990000,276015.653855413,1699500,9830800,2244200,6692700,2695300,36940000,9480200.00000001,5812500,4214200,1458200000,44311000,1343200,2552900,52216000,41055000,81458000,323822.544342322,27466000,1569000,9102300,38912000,770690000,7835900.00000001,58543999.9999999,343786.930871845,15427000,404545.50897201,64997000,2399200000,2851600,131780000,81537000,4444800,148250000,683890,44649000.0000001,262820000,42528000,9712000,1599900,2104100,1948500,182914.33398421,16779000,125200.92510996,23232000,14238000,400850.554276375,3011100,45108999.9999999,69304.1445014272,999229999.999999,221278.785707124,153481.563176884,124015.479034269,35789000,2348100,121659.958742186,63359.4037022748,24143000,15898000,7486399.99999999,41050000,9747199.99999999,33957000,5734999.99999999,498859999.999999,1440600,224937.711352303,87505.087224547,9293799.99999999,5338400,163641.958358595,449341.950904355,298219.640488726,301642.226247207,5195900,611631.095064672,31407000,31578000,19467000,2.187e+09,5619300,4884600,1752400,210544.494249381,23874000,22053000,15667000,85148.6064972944,1607800000,2583200,3399800,7364100,2145100000,6284300,1972900,17051000,8913300.00000001,20897000,6048499.99999999,31428000
PDAC_24_imputed_intensity,1,149302.799388539,3049300000,197280000,3989400000,1222894.9322119,2.0081e+10,379491.741871633,273162.302459189,2716300000,1636700000,88948000,240280000,3384400,301730.139602821,535209.619321908,62881.4465065044,154038.177547089,31355000,563750000,132170000,931502.324873234,193544.697874794,212233.916356019,1209700,73932000,1765800,643024.704896526,1257960.67887462,37724000,24590000,2857100,465287.829015785,391529.164747198,406563.669736563,282266.333499074,407367.418434256,549632.838135648,1904800,585480.568410725,136756.41167963,3189400,4496700,547181.806550939,1496221.15159289,775823.72341618,3655300,212827.106984399,264106.350651808,332750000,28942000,96100000,8286499.99999999,282651.322130362,127401.452630374,830930.559362059,130899.544558419,70544.3259473732,357165.459899815,13760000,10757000,31822000,42553000,451900.397775112,90574.6905118631,5578799.99999999,412114.009970665,908354.650580467,9136400,875360.000000001,262300000,208512.103855439,647249.999999999,133759.860940684,504979.583693922,13857000,1615500000,72763999.9999999,96247000,176784.450086964,79481000.0000001,7491299.99999999,196950000,184820000,502338.658801336,4068500,484660,25040000,411050,280769.611057323,859825.606510475,55019000,713064.085162621,14959000,264442.823284856,491909.785810205,799623.003620049,79315.1542568748,518443.091771909,2778344.92447793,674806.809467259,222859.238994738,257296.337288879,255136.35600133,2790800,163331.990388447,1539500000,396763.942675147,658106.609688863,273515.063716042,88854000,382045.478203115,143577.3644048,390356.72743212,150180000,35580000,421613.294071859,6100100,289490.358541194,306246.475988463,103608.649896887,52474000.0000001,163312.063158107,90671.4001777033,173916.987429013,348145.183361097,301768.639102173,656223.670560091,391536.05810315,1186800.83451619,937060.181582783,648448.228213268,625505.303689551,84316999.9999999,190870000,96333999.9999999,527749999.999999,305626.420618642,19877000,1901715.55154426,318205.856471844,2723900,119633.391959255,644230.000000001,34881000,6531400000,461148.661583755,346804.369658976,1236516.47544492,7223200,561476.976876359,11340000,268236.809443788,310841.299810207,99606.2175359696,173245.876170913,2689200
PDAC_25_imputed_intensity,1,255537.336237142,3835300000,206280000,2621700000,510629.165736255,2.2515e+10,530349.827392498,412517.460439601,1.5603e+10,7558600000.00001,71031000,331020000,3605900,3694300,156410.219797357,348557.842655143,4849100,24242000,236720000,111360000,970931.100406923,2823600,587806.613159647,2692100,102450000,332502.152479938,4645999.99999999,366292.546370951,65628999.9999999,26571000,401387.518311369,293981.057212216,139829.810735435,331708.882087486,207959.888897545,321125.854286016,674629.834720324,3515100,509176.320139731,2166400,3944400,150948.225112371,796266.534686353,283111.032812712,2187300,4273100,1255037.6559236,398611.884523245,302780000,38541000,95830000.0000001,659725.247307995,490020,904347.090559585,319770.472587722,110993.817818011,327782.747519298,371870.854017769,6644500,673490.000000001,93713000.0000001,27923000,220939.819052677,296701.920710995,2595500,297033.222024942,253886.916254002,19340000,2056000,539610000,734536.488139417,309903.498833295,259166.823832592,2157944.10408693,11295000,2264800000,163700000,172750000,544214.163462303,126320000,61401999.9999999,219880000,177740000,697066.249538807,4552400,463380,29706000,3944100,626275.501452776,298853.261903915,215260000,675248.231192993,12629000,570384.418031901,290515.090549893,65313.9056354621,6838300,361928.518459908,61779.9819060778,137140.779058614,272223.03068908,344213.32016228,1129614.79414497,5103700,300528.687502349,1348800000,70135000,452490.277153483,285470.338525334,48987000,249256.130579835,302930.379556331,16960000,272770000,84812000.0000001,329989.0058937,5971600,569729.591226056,168255.807871867,1585395.83418044,28834000,492324.752287255,3651200,262867.418613619,303269.042127529,522180.242812557,1446598.96488753,246919.364779177,1009862.51235341,826939.651934345,512492.694358568,1453074.43222643,113160000,94449000.0000001,45146000,227680000,133371.435888981,8881200.00000001,529947.893797785,92537.4266592623,419379.478517273,654752.364380355,234458.768479266,20771000,6407600000.00001,499363.758846594,26189000,777498.419405136,23317000,709697.902222334,5857899.99999999,457269.085493811,782605.080330878,627135.75341674,324578.61622066,3347200
